category_name;name_stuff;url_stuff;size;color;cloth;price
Одежда для поваров;"Костюм Повара "" Шеф"" (58-60)";https://argo-ivanovo.ru/fartuki/kostjum-povara-shef-58-6025; 58  60 ; Черный  Красный ; 65% полиэстер, 35 % хлопок ;935р.
Одежда для поваров;"Костюм Повара ""Принт"" (42-56)";https://argo-ivanovo.ru/fartuki/kostjum-povara; 44  46  48  50  52  54  56 ; Перцы  Поварешки ; 65% полиэстер, 35 % хлопок ;1010р.
Одежда для поваров;"Костюм Повара ""Шеф"" (58-62)";https://argo-ivanovo.ru/fartuki/kostjum-povara-shef-58-621; 58  60  62 ; Белый ; 65% полиэстер, 35 % хлопок ;935р.
Одежда для поваров;"Костюм Повара""Шеф"" (42-56)";https://argo-ivanovo.ru/fartuki/kostjumpovara-shef; 44  46  48  50  52  54  56 ; Черный  Красный ; 65% полиэстер, 35 % хлопок ;905р.
Одежда для поваров;Куртка Повара (40-62);https://argo-ivanovo.ru/fartuki/kurtka-povara; 40  42  44  46  48  50  52  54  56  58  60  62 ; Белый  Черный ; 65% полиэстер, 35 % хлопок ;690р.
Одежда для поваров;Рубашка женская №700 (44-52);https://argo-ivanovo.ru/fartuki/xalat-meditsinskij-700; 44  46  48  50  52 ; Белый ; 65% полиэстер, 35 % хлопок ;620р.
Одежда для поваров;"Фартук ""БАРМЕН"" (44-60)";https://argo-ivanovo.ru/fartuki/fartuk-barmen-44-60-tkan-tisi-65-35; Универсальный ; Черный  Бордо  Коричневый ; 65% полиэстер, 35 % хлопок ;368р.
Одежда для поваров;"Фартук ""БАРМЕН"" (44-60)";https://argo-ivanovo.ru/fartuki/fartuk-barmen-44-60; Универсальный ; Перцы  Кофе  Поварешки ; твил ;490р.
Одежда для поваров;Фартук барный короткий №25 (44-60);https://argo-ivanovo.ru/fartuki/fartuk-barnyj-korotkij-25; Универсальный ; Бордо  Коричневый ; 65% полиэстер, 35 % хлопок ;340р.
Одежда для поваров;Фартук Универсальный (44-60);https://argo-ivanovo.ru/fartuki/fartuk-universalnyj; Универсальный ; Бордо  Красный  Темно-синий ; смесовая ткань ;360р.
Одежда для поваров;Фартук-передник №23 (44-60);https://argo-ivanovo.ru/fartuki/fartuk-23-povar-44-60-tkan-tisi-65-35; Универсальный ; Белый  Василек  Черный  Бордо  Красный  Серый  Темно-синий  Коричневый ; 65% полиэстер, 35 % хлопок ;360р.
Одежда для поваров; Шапочка-шарлотка;https://argo-ivanovo.ru/fartuki/shapochka-sharlotta-odnorazovaja;; Пудра  Белый  Бирюза ; спанбонд ;350р.
Одежда для поваров;Костюм пекаря - хирурга (44-62);https://argo-ivanovo.ru/fartuki/kostjum-pekarja-muzhskoj; 60/62  48/50  44/46  52/54  56/58 ; Белый ; 65% полиэстер, 35 % хлопок ;750р.
Одежда для поваров;Костюм санитарный женский (44-62);https://argo-ivanovo.ru/fartuki/kostjum-sanitarnyj-tycrb; 52/54  48/50  44/46  60/62  56/58 ; Серо-голубой  Зеленый  Серый ; 65% полиэстер, 35 % хлопок ;788р.
Одежда для поваров;Костюм санитарный мужской (44-62);https://argo-ivanovo.ru/fartuki/kostjum-216; 52/54  56/58  60/62  44/46  48/50 ; Серо-голубой  Зеленый  Серый ; 65% полиэстер, 35 % хлопок ;788р.
Одежда для поваров;Фартук со спинкой №5а (44-54);https://argo-ivanovo.ru/fartuki/fartuk-zhenskij; Универсальный ; Белый ; Нейлон  Габардин+Кружево ;365р.
Одежда для поваров;Фартук-передник №23 (44-60);https://argo-ivanovo.ru/fartuki/f; Универсальный ; Белый  Василек  Бордо  Зеленый  Серый  Темно-синий  Коричневый ; Оксфорд ;310р.
Одежда для поваров;Фартук Домохозяйка (44-60);https://argo-ivanovo.ru/fartuki/fartuk-domohozyika; Универсальный ; В ассортименте ; Болонь ;160р.
Одежда для поваров;Фартук ОДНОРАЗОВЫЙ ;https://argo-ivanovo.ru/fartuki/fartuk-polietilenovyj-120x70sm-serebro; Универсальный ;; полиэтилен ;300р.
Одежда для горничных;Рубашка женская №700 (44-52);https://argo-ivanovo.ru/kostjumy/xalat-meditsinskij-700; 44  46  48  50  52 ; Белый ; 65% полиэстер, 35 % хлопок ;620р.
Одежда для горничных;Фартук со спинкой № 22  (44-54);https://argo-ivanovo.ru/kostjumy/fartuk-so-spinkoj-22-tkan-tisi; Универсальный ; Серый  Темно-синий  Салатовый ; 65% полиэстер, 35 % хлопок ;415р.
Одежда для горничных;Фартук со спинкой №20 (44-56);https://argo-ivanovo.ru/kostjumy/fartuk-so-spinkoj-20-44-56; Универсальный ; Василек  Бордо  Зеленый  Красный  Темно-синий ; Габардин ;310р.
Одежда для горничных;Фартук со спинкой №45 (44-56);https://argo-ivanovo.ru/kostjumy/fartuk-so-spinkoj-45-44-56; Универсальный ; Василек  Бордо  Зеленый  Темно-синий  Коричневый ; Габардин ;316р.
Одежда для горничных;Халат Женский №21 (44-60);https://argo-ivanovo.ru/kostjumy/xalat-21; 44  46  48  50  52  54  56  58  60 ; Василек  Бордо  Серый ; Габардин ;378р.
Одежда для горничных;Халат Женский №7 (тем.синий) 44-60;https://argo-ivanovo.ru/kostjumy/xalat-zhenskij-7; 44  46  48  50  52  54  56  58  60 ; Темно-синий ; Габардин+Кружево ;385р.
Одежда для горничных;Костюм Женский  №11 (44-56);https://argo-ivanovo.ru/kostjumy/kostjum-dlja-prodavtsa; 44  46  48  50  52  54  56  58 ; Василек  Бордо ; Габардин ;600р.
Одежда для горничных;Костюм санитарный № 111 (44-56);https://argo-ivanovo.ru/kostjumy/kostjum-sanitarnyj 111; 44  46  48  50  52  54  56 ; Коричневый ; 65% полиэстер, 35 % хлопок ;810р.
Одежда для горничных;Костюм санитарный №111;https://argo-ivanovo.ru/kostjumy/kostjum-sanitarnyj-111; 48  50 ; Василек ; 65% полиэстер, 35 % хлопок ;740р.
Одежда для горничных;Фартук со спинкой №18 (48-56);https://argo-ivanovo.ru/kostjumy/fartuk-8-42-50-tkan-gabardin-100-poliefir; Универсальный ; Василек  Бордо  Зеленый  Темно-синий ; Габардин ;360р.
Одежда для горничных;Костюм санитарный № 10 (44-56);https://argo-ivanovo.ru/kostjumy/kostjum-sanitarnyj; 44  46  48  50  52  54  56 ; Пест.верх+синие брюки  Пест.верх+сер.брюки ; П/Лен ;795р.
Одежда для горничных;Фартук со спинкой №30 (44-50);https://argo-ivanovo.ru/kostjumy/fartuk-30-42-50-tkan-gabardin-100-poliefir; Универсальный ; Василек  Бордо  Зеленый  Бирюза  Красный  Сирень  Салатовый ; Габардин ;320р.
Одежда для клининга;Рубашка женская №700 (44-52);https://argo-ivanovo.ru/sarafany/xalat-meditsinskij-700; 44  46  48  50  52 ; Белый ; 65% полиэстер, 35 % хлопок ;620р.
Одежда для клининга;"Сарафан Женский ""ГОРОХ"" (44-60)";https://argo-ivanovo.ru/sarafany/sarafan-zhenskij-gorox 1; 44  46  48  50  52  54  56  58  60 ; Тем.синей+лайм ; Нейлон ;350р.
Одежда для клининга;Сарафан Женский №01 (Лилия) 44-60;https://argo-ivanovo.ru/sarafany/sarafan-zhenskij-01; 44  46  48  50  52  54  56  58  60 ; Василек ; Габардин ;355р.
Одежда для клининга;Сарафан Женский №05 (44-60);https://argo-ivanovo.ru/sarafany/sarafan-05-gabardin; 44  46  48  50  52  54  56  58  60 ; Василек  Темно-синий ; Габардин ;355р.
Одежда для клининга;Сарафан Женский №05 (44-60);https://argo-ivanovo.ru/sarafany/sarafan-05-nejlon; 44  46  48  50  52  54  56  58  60 ; Василек  Темно-синий ; Нейлон ;345р.
Одежда для клининга;Фартук со спинкой №1 (44-54);https://argo-ivanovo.ru/sarafany/fartuk-1-nejlon; Универсальный ; Василек  Бордо  Зеленый  Темно-синий ; Нейлон ;320р.
Одежда для клининга;Фартук со спинкой №44 (44-54);https://argo-ivanovo.ru/sarafany/fartuk-so-spinkoj-44-44-54; Универсальный ; Темно-синий ; Габардин ;340р.
Одежда для клининга;Фартук со спинкой №45 (44-56);https://argo-ivanovo.ru/sarafany/fartuk-so-spinkoj-45-44-56; Универсальный ; Василек  Бордо  Зеленый  Темно-синий  Коричневый ; Габардин ;316р.
Одежда для клининга;Халат Женский №2 (44-60);https://argo-ivanovo.ru/sarafany/xalat-2-44-60-gabardin; 44  46  48  50  52  54  56  58  60 ; Василек  Бордо  Зеленый  Темно-синий ; Габардин ;360р.
Одежда для клининга;Халат Женский №21 (44-60);https://argo-ivanovo.ru/sarafany/xalat-21; 44  46  48  50  52  54  56  58  60 ; Василек  Бордо  Серый ; Габардин ;378р.
Одежда для клининга;Костюм санитарный № 111 (44-56);https://argo-ivanovo.ru/sarafany/kostjum-sanitarnyj 111; 44  46  48  50  52  54  56 ; Коричневый ; 65% полиэстер, 35 % хлопок ;810р.
Одежда для клининга;Костюм санитарный №111;https://argo-ivanovo.ru/sarafany/kostjum-sanitarnyj-111; 48  50 ; Василек ; 65% полиэстер, 35 % хлопок ;740р.
Одежда для клининга;Фартук со спинкой №18 (48-56);https://argo-ivanovo.ru/sarafany/fartuk-8-42-50-tkan-gabardin-100-poliefir; Универсальный ; Василек  Бордо  Зеленый  Темно-синий ; Габардин ;360р.
Одежда для клининга;Фартук со спинкой  ВЕЛИКАН (56-64);https://argo-ivanovo.ru/sarafany/fartuk-velikan-56-64-tkan-gabardin-100-poliefir-logotip; Универсальный ; Пудра  Василек  Бордо  Зеленый ; Габардин ;405р.
Одежда для салонов красоты и SPA;Пеньюар полиэтиленовый стандарт (серебро) ;https://argo-ivanovo.ru/dlja-parikmaxerov/penjuar-polietilenovyj-standart-serebro-140x100sm;;; полиэтилен ;375р.
Одежда для салонов красоты и SPA;Пеньюар стандарт 140х100 см;https://argo-ivanovo.ru/dlja-parikmaxerov/penjuar-polietilenovyj-ljuks-140x100sm; 100*140 ;; полиэтилен ;330р.
Одежда для салонов красоты и SPA;Перчатки виниловые прозрачные;https://argo-ivanovo.ru/dlja-parikmaxerov/perchatki-vinilovye-neopudrennye;;; винил ;385р.
Одежда для салонов красоты и SPA;Перчатки латексные неопудренные;https://argo-ivanovo.ru/dlja-parikmaxerov/perchatki-lateksnye; S-маленький  М - средний ; Белый ; латекс ;500р.
Одежда для салонов красоты и SPA;Перчатки нитриловые;https://argo-ivanovo.ru/dlja-parikmaxerov/perchatki-polietilenovye; S-маленький  М - средний ; Пудра  Бирюза  Сирень ; нитрил ;500р.
Одежда для салонов красоты и SPA;Полотенце спанлейс стандарт;https://argo-ivanovo.ru/dlja-parikmaxerov/polotentse-vafelnoe-ljuks-3570-sm; 35*70 ; Белый ; спанлейс ;425р.
Одежда для салонов красоты и SPA;Простыни СМС стандарт(20 штук);https://argo-ivanovo.ru/dlja-parikmaxerov/prostynja-sms-standart-200160-sm;; Белый  Бирюза ; смс  ;488р.
Одежда для салонов красоты и SPA;Фартук парикмахера (44-60);https://argo-ivanovo.ru/dlja-parikmaxerov/fartuk-parikmaxera; Универсальный ; В ассортименте ; Тафта ;350р.
Одежда для салонов красоты и SPA;Фартук Универсальный (44-60);https://argo-ivanovo.ru/dlja-parikmaxerov/fartuk-universalnyj; Универсальный ; Бордо  Красный  Темно-синий ; смесовая ткань ;360р.
Одежда для салонов красоты и SPA;Костюм санитарный № 110 (40-56) цветной;https://argo-ivanovo.ru/dlja-parikmaxerov/kostjum-sanitarnyj-110; 40  42  44  46  48  50  52  54  56 ; Лазурь+серый ; 65% полиэстер, 35 % хлопок ;885р.
Одежда для салонов красоты и SPA;Костюм санитарный № 110 (58-64) цветной;https://argo-ivanovo.ru/dlja-parikmaxerov/kostjum-sanitarnyj-110-bolshie-razmery; 58  60  62  64 ; Лазурь+серый ; 65% полиэстер, 35 % хлопок ;935р.
Одежда для салонов красоты и SPA;Пеньюар парикмахера;https://argo-ivanovo.ru/dlja-parikmaxerov/penjuar-parikmaxerskij-sostav-100-poliefir; Универсальный ; Бежевый ; Тафта ;470р.
Одежда для салонов красоты и SPA;Костюм санитарный №21 (44-56);https://argo-ivanovo.ru/dlja-parikmaxerov/kostjum-sanitarnyj-21; 44  46  48  50  52  54  56 ; Темно-синий ; 65% полиэстер, 35 % хлопок ;1020р.
Одежда для салонов красоты и SPA;Костюм санитарный №21 большие размеры (58-62);https://argo-ivanovo.ru/dlja-parikmaxerov/kostjum-sanitarnyj-21-bolshie-razmery; 58  60  62  64 ; Темно-синий ; 65% полиэстер, 35 % хлопок ;1080р.
Одежда для салонов красоты и SPA;Халат медицинский №160 (42-56);https://argo-ivanovo.ru/dlja-parikmaxerov/xalat-160; 42  44  46  48  50  52  54  56 ; Лазурный  Персик  Белый  Темно-синий  Салатовый ; 65% полиэстер, 35 % хлопок ;700р.
Одежда для салонов красоты и SPA;Халат медицинский №160 большие размеры (58-64);https://argo-ivanovo.ru/dlja-parikmaxerov/xalat-meditsinskij-160-bolshie-razmery; 58  60  62  64 ; Персик  Лазурный  Белый  Темно-синий  Салатовый ; 65% полиэстер, 35 % хлопок ;760р.
Одежда для салонов красоты и SPA; Шапочка-шарлотка;https://argo-ivanovo.ru/dlja-parikmaxerov/shapochka-sharlotta-odnorazovaja;; Пудра  Белый  Бирюза ; спанбонд ;350р.
Одежда для салонов красоты и SPA;Костюм санитарный №119 (40-56);https://argo-ivanovo.ru/dlja-parikmaxerov/kostjum-sanitarnyj-119; 40  42  44  46  48  50  52  54  56 ; Коралл + серый  Белый + сирень  Белый +Лазурный  Голубой  Фуксия (малина)  Темно-синий ; 65% полиэстер, 35 % хлопок ;835р.
Одежда для салонов красоты и SPA;Костюм санитарный №119 большие размеры (58-64);https://argo-ivanovo.ru/dlja-parikmaxerov/kostjum-sanitarnyj-119-big; 58  60  62  64 ; Коралл + серый  Белый + сирень  Фуксия (малина)  Белый +Лазурный  Голубой  Темно-синий ; 65% полиэстер, 35 % хлопок ;885р.
Одежда для салонов красоты и SPA;Халат медицинский №505 (40-56);https://argo-ivanovo.ru/dlja-parikmaxerov/xalat-meditsinskij-505; 40  42  44  46  48  50  52  54  56 ; Лазурь+зеленый  Белый + тем.синей  Белый + тем.синей  Лазурь+серый ; 65% полиэстер, 35 % хлопок ;720р.
Одежда для салонов красоты и SPA;Костюм санитарный № 10 (44-56);https://argo-ivanovo.ru/dlja-parikmaxerov/kostjum-sanitarnyj; 44  46  48  50  52  54  56 ; Пест.верх+синие брюки  Пест.верх+сер.брюки ; П/Лен ;795р.
Одежда для салонов красоты и SPA;Костюм санитарный № 30 (44-56);https://argo-ivanovo.ru/dlja-parikmaxerov/kostjum-anitarnyj; 44  46  48  50  52  54  56 ; Кошки ; Бязь ;677р.
Одежда для салонов красоты и SPA;Костюм санитарный женский (44-56);https://argo-ivanovo.ru/dlja-parikmaxerov/kostjum-zhenskij-xirurga; 44  46  48  50  52  54  56 ; Голубой  Зеленый  Серый ; 65% полиэстер, 35 % хлопок ;805р.
Одежда для салонов красоты и SPA;Блуза санитарная (44-56);https://argo-ivanovo.ru/dlja-parikmaxerov/bluza-sanitarnaja; 44  46  48  50  52  54  56 ; Голубой  В ассортименте  Серый  Коричневый ; Бязь ;412р.
Одежда для салонов красоты и SPA;Блуза санитарная (44-58);https://argo-ivanovo.ru/dlja-parikmaxerov/bluza-saitarnaja; 44  46  48  50  52  54  56  58 ; Оранжевый  Коричневый ; П/Лен ;510р.
Одежда для салонов красоты и SPA;Халат медицинский (Туника);https://argo-ivanovo.ru/dlja-parikmaxerov/tunika-tisi; 42  44  46 ; Белый ; 65% полиэстер, 35 % хлопок ;628р.
Одежда для салонов красоты и SPA;Фартук ОДНОРАЗОВЫЙ ;https://argo-ivanovo.ru/dlja-parikmaxerov/fartuk-polietilenovyj-120x70sm-serebro; Универсальный ;; полиэтилен ;300р.
Рабочая одежда;"Берцы ""ОМОН""";https://argo-ivanovo.ru/rabochaja-odezhda?product_id=398; 43  45  39  47  41  40  42  44  46 ; Черный ;;1650р.
Рабочая одежда;Жилет Сигнальный;https://argo-ivanovo.ru/rabochaja-odezhda/zhilet-signalnyj; 60/62  56/58  52/54  48/50  44/46 ; Оранжевый  Желтый ;;290р.
Рабочая одежда;Костюм Мужской  Рабочий  № 25 С СОП;https://argo-ivanovo.ru/rabochaja-odezhda/kostjum-standart-1-s-sop; 44-46/170-176  44-46/182-188   48-50/170-176  48-50/182-188  52-54/170-176   52-54/182-188  56-58/170-176   56-58/182-188  60-62/170-176  60-62/182-188  ; Темно-синий ;  (35%-хл.., 65%-п/э) с ВО пропиткой ;750р.
Рабочая одежда;КОСТЮМ МУЖСКОЙ  РАБОЧИЙ № 24;https://argo-ivanovo.ru/rabochaja-odezhda/kostjum-rabochij-standart-1; 44-46/170-176  44-46/182-188   48-50/170-176  48-50/182-188  52-54/170-176   52-54/182-188  56-58/170-176   56-58/182-188  60-62/170-176  60-62/182-188  ; Темно-синий ;  (35%-хл.., 65%-п/э) с ВО пропиткой ;600р.
Рабочая одежда;Костюм противоэнцефалитный с сеткой;https://argo-ivanovo.ru/rabochaja-odezhda/kostjum-oxrannik; 44-46/170-176   48-50/170-176  52-54/170-176  56-58/170-176  60-62/170-176 ; Хаки ; палаточное полотно 250г. ;900р.
Трикотаж для униформы;Брюки женские;https://argo-ivanovo.ru/trikotazh-dlja-uniformy/brjuki-zhenskie; 46  48  50  52  54  56  58  60 ; Темно-синий ; футер ;580р.
Трикотаж для униформы;Брюки мужские;https://argo-ivanovo.ru/trikotazh-dlja-uniformy/brjuki-muzhskie; 46  48  50  52  54  56  58 ; Темно-синий ; футер ;680р.
Трикотаж для униформы;Футболка женская (44-60);https://argo-ivanovo.ru/trikotazh-dlja-uniformy/futbolka-zhenskaja; 44  46  50  52  54  56  58  60 ; В ассортименте ; хлопок ;330р.
Трикотаж для униформы;Футболка мужская (44-60);https://argo-ivanovo.ru/trikotazh-dlja-uniformy/futbolka-muzhskaja; 44  46  48  50  52  54  56  58  60 ; Василек  Бордо  Темно-синий ; хлопок ;330р.
Одноразовая одежда;Бахилы;https://argo-ivanovo.ru/odnorazovaja-odezhda/baxily; Универсальный ; В ассортименте ; спанбонд ;238р.
Одноразовая одежда;Пеньюар стандарт 140х100 см;https://argo-ivanovo.ru/odnorazovaja-odezhda/penjuar-polietilenovyj-ljuks-140x100sm; 100*140 ;; полиэтилен ;330р.
Одноразовая одежда;Перчатки виниловые прозрачные;https://argo-ivanovo.ru/odnorazovaja-odezhda/perchatki-vinilovye-neopudrennye;;; винил ;385р.
Одноразовая одежда;Перчатки латексные неопудренные;https://argo-ivanovo.ru/odnorazovaja-odezhda/perchatki-lateksnye; S-маленький  М - средний ; Белый ; латекс ;500р.
Одноразовая одежда;Перчатки нитриловые;https://argo-ivanovo.ru/odnorazovaja-odezhda/perchatki-polietilenovye; S-маленький  М - средний ; Пудра  Бирюза  Сирень ; нитрил ;500р.
Одноразовая одежда;Полотенце спанлейс стандарт;https://argo-ivanovo.ru/odnorazovaja-odezhda/polotentse-vafelnoe-ljuks-3570-sm; 35*70 ; Белый ; спанлейс ;425р.
Одноразовая одежда;Простыни СМС стандарт(20 штук);https://argo-ivanovo.ru/odnorazovaja-odezhda/prostynja-sms-standart-200160-sm;; Белый  Бирюза ; смс  ;488р.
Одноразовая одежда;Фартук ОДНОРАЗОВЫЙ ;https://argo-ivanovo.ru/odnorazovaja-odezhda/fartuk-polietilenovyj-120x70sm-serebro; Универсальный ;; полиэтилен ;300р.
